video_id,published_at,title,duration_sec,is_short,views,likes,comments,like_rate_pct,comment_rate_pct,tags,url
9amkbNKJCyg,2026-05-12T15:33:41Z,Why Your Brain Keeps Worrying About Things That Never Happen (7 Simple Steps),729,0,28003,0,74,0.0,0.264,stop worrying|how to stop worrying|stop overthinking|anxiety relief|how to stop anxiety|stop negative thoughts|overthinking solution|mental peace|stress management|self improvement|self discipline|mindset change|emotional control|how to stop worrying about everything|how to stop overthinking at night|how to stop anxiety naturally|how to live without fear|how to control your thoughts|how to calm your mind|stop worrying and start living|self help,https://youtu.be/9amkbNKJCyg
tVkWOtisWKc,2026-07-05T15:11:41Z,Train Your Brain With These 7 Morning Habits | No Motivation Needed,1270,0,19448,0,54,0.0,0.278,morning habits|morning routine|morning routine for success|success habits|habits of successful people|brain training|train your brain|psychology of success|neuroscience habits|self improvement|productivity habits|discipline habits|success mindset|rewire your brain|dopamine habits|mental clarity|healthy morning routine|millionaire habits|psychology|habit formation|atomic habits|improve focus|personal growth|productivity|andrew huberman|mel robbins,https://youtu.be/tVkWOtisWKc
JSH17cTjM1M,2026-06-04T15:34:02Z,30 Tiny Habits That Completely Rewired My Brain,720,0,18933,0,50,0.0,0.264,good habits|daily habits|self improvement|personal growth|healthy habits|atomic habits|self discipline|productivity tips|life advice|mindset shift|life lessons|motivation|improve your life|personal development|daily routine|healthy lifestyle|mental clarity|productivity hacks|simple ways of life|self growth|change your life|habit psychology|success habits|discipline habits|life transformation|improve yourself|tiny habits|compound effect,https://youtu.be/JSH17cTjM1M
9wRa-wB0ovg,2026-05-05T15:31:58Z,How to Train Your Brain to Eliminate Fear and Anxiety,400,0,17248,0,58,0.0,0.336,fear|anxiety|neuroscience|brain training|fix your brain|anxiety tips|self discipline|habits|self improvement|emotional intelligence|strong mind|motivation|success|achieving success|life transformation|winning attitude|neuroplasticity|self development|overcoming anxiety|grit|mental strength|mindset shift|train your mind|train your brain|overcome fear and anxiety|overcome fear|how to develop mental strength|reprogram your brain|success mindset,https://youtu.be/9wRa-wB0ovg
Nmqf7keLmaU,2026-06-16T12:56:11Z,15 Habits to Destroy Fear and Build Unshakable Confidence,708,0,17122,0,29,0.0,0.169,confidence|self confidence|confidence tips|how to be confident|brain training|self improvement|personal development|mental strength|confidence mindset|confidence psychology|confidence building|confidence booster|neuroscience|neuroplasticity|fear|anxiety|self discipline|growth mindset|habits|productivity|simple ways of life|brain health|mindset shift|psychology facts|self growth|confidence motivation|success mindset|personal growth|self development,https://youtu.be/Nmqf7keLmaU
IuGX_-608eI,2026-05-17T15:33:36Z,Less Than 7 Hours of Sleep? Your Brain is Functioning Like This,595,0,16817,0,54,0.0,0.321,sleep better|sleep science|habits of successful people|fall asleep fast|brain exercises|sleep tips|sleep aid|insomnia|broken sleep|better sleep|sleep|brain training|self improvement|emotional control|psychology|mental clarity|neuroscience|sleep quality|poor sleep quality|sleep habits|Sleep Neuroscience|simple habits|how to sleep better at night|sleep problems|anxiety and sleep|sleep hygiene|classical conditioning|emotional regulation,https://youtu.be/IuGX_-608eI
AvONfrKmU6k,2026-06-11T14:30:34Z,This is How High IQ People Train Their Mind | No BS,732,0,15945,0,39,0.0,0.245,high iq habits|habits that increase iq|high iq people|brain training|improve intelligence|train your brain|brain power|mental performance|cognitive performance|critical thinking|learning faster|productivity habits|genius habits|genius mindset|neuroplasticity|psychology|self improvement|personal development|problem solving skills|critical thinking skills|self-improvement|personal growth|thinking|philosophy|intelligent habits|neuroscience|decision making,https://youtu.be/AvONfrKmU6k
2SwQE8SVU_Y,2026-04-30T15:33:49Z,The Science of Staying Happy Even When Life Gets Hard,418,0,15856,0,37,0.0,0.233,brain power|brain rewiring|emotional control|emotional health|emotional intelligence|growth mindset|happiness science|how to be happy|inner calm|mental clarity|mental health|mental health tips|mental wellness|mind shift|mindset hack|motivation animation|neuroplasticity|neuroscience|personal growth|personality development|positive psychology|psychology of happiness|psychology secrets|science of happiness|self improvement|self improvement psychology,https://youtu.be/2SwQE8SVU_Y
EkmJAFv_qQY,2026-06-09T15:31:26Z,"12 Habits to Build a Stronger, Sharper Mind",595,0,13413,0,38,0.0,0.283,how to focus|brain training|neuroscience|self discipline|productivity habits|mental clarity|strong mind|cognitive performance|deep work|dopamine detox|mindfulness|emotional intelligence|self improvement|success habits|life transformation|train your brain|Simple Ways of Life|focus training|personal growth|peak performance|attention management|success mindset|brain optimization|self control|focus mastery|daily habits|andrew huberman|focus,https://youtu.be/EkmJAFv_qQY
pA4kXsSyD3Q,2026-05-31T15:35:14Z,10 Habits That Are Slowly Destroying Your Brain,1009,0,13343,0,62,0.0,0.465,brain health|brain fog|mental clarity|focus|self improvement|productivity|neuroscience|brain power|dopamine detox|social media addiction|mental fatigue|overstimulation|bad habits|brain training|mindset|discipline|motivation|concentration|stress management|mental health|self discipline|brain optimization|psychology|personal development|learning|life improvement|Simple Ways of Life|mind hacks|short form content|brain exercises|mental performance|brain,https://youtu.be/pA4kXsSyD3Q
Cmf-2CLL9Aw,2025-12-26T15:11:55Z,No Motivation? Do This Simple Thing to Stay Consistent,333,0,12260,0,10,0.0,0.082,build systems not goals|life changing systems|discipline systems|behavior change psychology|self improvement systems|habits vs systems|productivity systems|consistency without motivation|goals vs systems|atomic habits explained|habits and systems|why goals fail|goals vs processes|systems thinking|self discipline|motivation tips|james clear atomic habits|scott adams systems|how to build habits|why systems matter|self improvement|personal development,https://youtu.be/Cmf-2CLL9Aw
cdVTEQlE_E0,2025-09-25T15:01:12Z,How to Build Systems to Actually Achieve Your Goals,671,0,11718,0,16,0.0,0.137,goals vs systems|atomic habits explained|habits and systems|why goals fail|goals vs processes|systems thinking|self discipline|motivation tips|identity based habits|james clear atomic habits|scott adams systems|how to build habits|productivity hacks|success mindset|routines that stick|systems bible explained|build better systems|why systems matter|self improvement|how to achieve your goals|how to build personalized systems|time management,https://youtu.be/cdVTEQlE_E0
kEOC17IDEtQ,2026-05-03T15:35:38Z,Build Unbreakable Discipline in 10 Minutes (No Motivation Needed),405,0,10421,0,28,0.0,0.269,david goggins|discipline|self discipline|brain training|success|achieving success|life transformation|habits|self improvement|emotional intelligence|strong mind|motivation|winning attitude|fix your brain|mental toughness|consistency|focus|stop procrastination|mindset|mindset motivation|high performance habits|success motivation|no motivation|brain training exercises|mind training|will power|growth mindset,https://youtu.be/kEOC17IDEtQ
VReqKcBcsGw,2026-06-28T12:58:12Z,The Mindset That Separates Champions From Everyone Else,698,0,7040,0,34,0.0,0.483,champion mindset|self improvement|discipline|success mindset|high performance habits|psychology|success|mental health|growth habits|brain training|brain health|world cup lessons|brendon burchard|success habits|personal growth|personal development|brain|growth mindset|mindset motivation|neuroscience|productivity|self development|success motivation|mental toughness|discipline motivation|self care|inspiration|world cup|soccer motivation|football,https://youtu.be/VReqKcBcsGw
hRDI0sg7vX8,2026-06-18T13:10:40Z,The System Millionaires Build That Changes Everything,865,0,7010,0,18,0.0,0.257,how to get rich|how to make money|millionaire mindset|millionaire habits|wealth mindset|rich mindset|psychology of wealth|success habits|self improvement|brain rewiring|mindset shift|financial mindset|productivity habits|wealth building habits|rich people habits|self discipline|neuroscience habits|success psychology|growth mindset|brain training|life transformation|high performance habits|decision making|success principles|psychology of money,https://youtu.be/hRDI0sg7vX8
Bi3C0ShKcrk,2026-06-14T13:30:55Z,Why the 1% Never Seem to Run Out of Time,631,0,6985,0,37,0.0,0.53,time management|productivity|self improvement|self discipline|focus|deep work|stop wasting time|how to stop wasting time|productivity tips|success habits|successful people habits|time management tips|focus and concentration|attention management|personal development|daily habits|productive mindset|goal setting|discipline|consistency|busy vs productive|how to be productive|brain training|simple ways of life|self-discipline|atomic habits|mental health,https://youtu.be/Bi3C0ShKcrk
ntCvVDsDC04,2026-07-02T12:30:35Z,"These Quiet Money Habits Are Signs You're Actually Getting Rich (Even When You Don""t See It)",1188,0,6818,0,24,0.0,0.352,wealth mindset|getting rich|wealth habits|rich people habits|money mindset|financial freedom|wealth building|personal finance|money psychology|financial success|wealth principles|rich mindset|self improvement|psychology of money|success habits|financial growth|simple ways of life|wealth secrets|millionaire habits|financial intelligence|smart money habits|rich people secrets|quiet wealth|stealth wealth|personal growth|the psychology of money,https://youtu.be/ntCvVDsDC04
SOkCR7tWYUg,2026-05-07T15:33:22Z,Train Your Brain to Control Anger (Your Anger Doesn't Own You Anymore),422,0,6165,0,32,0.0,0.519,mental health education|dr tracey marks|anger management|anger management techniques|anger issues|recognizing anger|short temper|emotional outbursts|anger triggers|self-control|train your brain|emotional reactions|stress|mental discipline|personality development|always angry|neuroscience|rewire your brain|anger control|control anger|emotional regulation|how to control anger issues|how to manage anger|controlling anger,https://youtu.be/SOkCR7tWYUg
71H8BGNOQ-U,2026-04-23T15:37:49Z,Why Your Brain Works Better on Paper,448,0,6059,0,16,0.0,0.264,think on paper|fix your brain|brain fog|clear thinking|productivity|procrastination|stop procrastinating|focus better|improve focus|notetaking|planning|planner setup|planner flip through|hobonichi cousin|work planner|daily planning|goal setting|achieving goals|success mindset|mindset transformation|personal development|positive thinking|overthinking|mental clarity|time management|self discipline|habits|simple productivity system|organized mind,https://youtu.be/71H8BGNOQ-U
OwkabGH_NRE,2026-04-19T15:30:00Z,5 Simple habits of high IQ people,478,0,5950,0,23,0.0,0.387,High IQ|psychology facts|neuroscience|human brain|intelligence test|IQ test|overthinking|deep thinker|emotional intelligence|mindset growth|brain facts|self awareness|curious mind|hidden genius|science of mind|learning mind|metacognition|smart people|cognitive skills|critical thinking|brain power|mental clarity|high iq psychology|signs of high iq|tiny habits|atomic habits|simple habits|simple habits to improve your life|personal development,https://youtu.be/OwkabGH_NRE
erumNH2s_Ck,2025-08-11T01:58:29Z,How to REMEMBER Everything You Read (No BS),352,0,5762,0,15,0.0,0.26,how to remember everything you read|jordan peterson - how to remember everything you read|how to remember everything you study|how to memorize everything you read|remember everything you read|the most powerful way to remember everything you read|how to remember what you study|how to remember what you studied|studytips|study|productivity|consumption vs digestion reading method|study tips that actually work|memory hacks for students|spaced repetition|mind mapping,https://youtu.be/erumNH2s_Ck
Y8ue0YStR9Y,2026-05-28T16:12:17Z,The Brutal Truth About Living for Other People,1042,0,5727,0,53,0.0,0.925,the disease to please|people pleasing|how to stop people pleasing|boundaries|self discovery|self improvement|stop people pleasing|how to stop being a people pleaser|how to stop caring what people think|self respect|confidence|mental health|stop seeking validation|authenticity|social anxiety|overthinking|self worth|psychology|mindset|personal growth|confidence tips|life advice|self help|motivational video|self development|people pleaser personality,https://youtu.be/Y8ue0YStR9Y
4JGg5dxWT7c,2026-07-09T16:50:36Z,Teach Your Brain to Sleep Again | Science-Backed Sleep Habits That Actually Work,1427,0,5333,0,10,0.0,0.188,sleep habits|how to sleep better|insomnia|sleep tips|retrain your brain|sleep better naturally|healthy sleep habits|circadian rhythm|sleep psychology|sleep science|deep sleep|sleep anxiety|sleep hygiene|brain health|melatonin|neuroscience|insomnia relief|sleep routine|brain training|how to fix insomnia|why can't I sleep|sleep hacks|sleep education|wellness|productivity|self improvement|healthy habits|how to sleep|fall asleep fast,https://youtu.be/4JGg5dxWT7c
OWBfmJjIRRQ,2026-07-12T12:31:27Z,7 Morning Habits That Separate the Rich From Everyone Else (Before 8AM),693,0,4272,0,14,0.0,0.328,success habits|psychology of wealth|neuroscience habits|wealth building habits|millionaire mindset|wealthy mindset|morning routine for success|habits of successful people|behavioral psychology|morning productivity|productivity habits|self improvement|self discipline|neuroscience|build wealth|wealth mindset|healthy morning habits|Simple Ways of Life|personal growth|morning habits|brian tracy|wealthy morning habits|morning routine tips|money mindset,https://youtu.be/OWBfmJjIRRQ
wccY6tnfV8Y,2026-06-23T12:31:30Z,Why Everything Feels Boring Now. (Here's why),586,0,3865,0,20,0.0,0.517,dopamine habits|dopamine detox|brain health|neuroscience habits|productivity habits|brain rewiring|self discipline|self improvement|habit formation|healthy habits|dopamine reset|productivity tips|mental clarity|motivation psychology|personal development|daily habits|high performance habits|brain training|simple ways of life|how to do a dopamine detox|success habits|how to focus|digital detox|inspiration|overstimulation|boredom,https://youtu.be/wccY6tnfV8Y
5VJktPDmshc,2026-06-25T12:30:34Z,The Neuroscience of Why Some People Are Happier Than Others,599,0,3774,0,20,0.0,0.53,the neuroscience of happiness|science of happiness|happy brain|brain and happiness|how to be happy|psychology of happiness|happiness explained|positive psychology|brain science|mental wellbeing|self improvement|personal growth|neuroplasticity|brain training|happiness habits|meaning in life|how happiness works|hedonic adaptation|harvard happiness study|dacher keltner|martin seligman|brain health|motivation|how to be happier,https://youtu.be/5VJktPDmshc
vlSzksxGOpQ,2026-07-07T12:29:00Z,The Wealth Mindset: 7 Psychological Principles That Change Everything,724,0,3686,0,19,0.0,0.515,wealth mindset|how to build wealth|millionaire mindset|rich people habits|wealth building|psychology of wealth|money mindset|financial freedom|financial intelligence|wealth creation|wealth principles|wealth secrets|money habits|how rich people think|success mindset|financial success|behavioral economics|psychology of money|personal finance|wealth psychology|Simple Ways of Life|behavioral finance|mel robbins|morgan housel|success habits|wealth,https://youtu.be/vlSzksxGOpQ
2tbdLboNdX8,2026-06-02T15:34:47Z,Is Your Brain Burning Out? 5 Warning Signs to Watch For,593,0,3481,0,24,0.0,0.689,burnout recovery|emotional exhaustion|mental exhaustion|stress management|burnout prevention|burnout symptoms|signs of burnout|brain fog|chronic stress|burnout and the brain|mental health|productivity|motivation|neuroscience|burnout warning signs|burnout stages|mental fatigue|focus|attention|cognitive health|Simple Ways of Life|emotional burnout|personal growth|burnout|self improvement,https://youtu.be/2tbdLboNdX8
iGKUnLwQT9c,2026-06-30T12:38:26Z,7 Weird DOPAMINE Habits That Quietly Build WEALTH,707,0,3471,0,18,0.0,0.519,build wealth|wealth building habits|financial mindset|dopamine system|brain training|neuroscience habits|money habits|wealth psychology|train your brain|personal finance|financial freedom|self improvement|productivity habits|success habits|delayed gratification|financial discipline|smart money habits|wealth creation|habit formation|psychology of money|simple ways of life|dopamine reset|neuroscience|mindset shift|wealth mindset|how to build wealth,https://youtu.be/iGKUnLwQT9c
Fg02gxNCDGo,2026-04-26T15:35:18Z,People Treat You Poorly Because of This: 5 Hidden Mistakes,353,0,3263,0,16,0.0,0.49,stoic how to deal with disrespect|psychology|How to Deal with People Who Disrespect You ( Without Fighting )|thatguy|life lessons|disrespect|how to handle disrespect|stoicism disrespect|mindset shift|how to deal with disrespect|the alpha mind|how to deal with bully|how to deal with bullies|stoic guide to handling disrespect|wisdom|communication skills|understanding people|respect|personal development,https://youtu.be/Fg02gxNCDGo
5iBHHxvaV78,2026-04-09T15:00:00Z,You Are Not Your Thoughts (Here Is How To Control Them),432,0,3060,0,19,0.0,0.621,better life|calm thoughts|confidence building|discipline|discipline mindset|emotional control|growth mindset|habits|inner peace|life transformation|meditation|mental clarity|mental control|mental strength|mindfulness|mindfulness practice|overcome anxiety|overthinking|overthinking minds|peace|personal growth|personality development|quiet mind|self control|self discipline|self improvement|social anxiety|stop overthinking|thoughts|tiny habits,https://youtu.be/5iBHHxvaV78
YTdP5NkXV2A,2026-01-02T15:13:32Z,From Overthinking to Thinking in Systems (This Changed My Life),370,0,2445,0,8,0.0,0.327,overthinking|how to stop overthinking|discipline systems|thinking in systems|productivity systems|self discipline|systems over motivation|overthinking problem|mental clarity|productivity for overthinkers|habits without motivation|decision fatigue|focus systems|building systems|deep work|system vs goals|productivity|life changing|systems thinking|cognition conference|emotional intelligence,https://youtu.be/YTdP5NkXV2A
22ouGU_jUQU,2026-07-14T12:31:46Z,Your Brain Is Wired to Keep You Broke (Here's How to Rewire It),615,0,1884,0,7,0.0,0.372,impulsive spending|money habits|psychology of money|wealth building|wealth mindset|brain training|money psychology|financial mindset|how to build wealth|scarcity mindset|personal finance psychology|self improvement|why am I bad with money|financial habits|money trauma|how rich people think|wealth|personal finance|dr. brad klontz|financial education|money mindset|money tips|financial psychology|the psychology of money|behavioral economics,https://youtu.be/22ouGU_jUQU
mhcHpEnnWns,2025-09-02T01:06:24Z,Ambitious People Who Hate Waking Up Early Need This,390,0,1721,0,16,0.0,0.93,daily routines|effective habits|growth|growth mindset|life improvement|productivity|productivity hacks|self discipline|self growth|self improvement|success|ambitious but lazy|lazy but ambitious|procrastination mindset|I’ll do it tomorrow|why am I lazy but ambitious|slow productivity|productivity without burnout|stop procrastinating|ambitious but stuck|lazy motivation|discipline for lazy people|building habits slowly|small habits big results,https://youtu.be/mhcHpEnnWns
EBGfR-ctRrA,2026-02-06T14:57:22Z,Elon Musk’s 5 Minute System for Productivity to Get Things Done,332,0,1559,0,3,0.0,0.192,Elon Musk productivity system|Elon Musk time management|Elon Musk daily routine productivity|time blocking method|productivity time tracking|how to be more productive|focus better at work|stop wasting time|productivity tips that work|productivity system explained|deep work focus|eliminate distractions|multitasking kills productivity|decision fatigue productivity|time management for procrastinators|how to manage time better|elon musk,https://youtu.be/EBGfR-ctRrA
6H5gNeeZeu0,2026-07-16T13:18:55Z,9 Brain Exercises to Stop Anxiety Naturally and Calm Down,1156,0,1457,0,8,0.0,0.549,brain exercises|anxiety relief|calm anxiety naturally|brain training|overthinking|how to stop anxiety|neuroscience|mental health|stress relief|anxious mind|calm your mind|rewire your brain|cognitive psychology|emotional regulation|nervous system|panic attacks|reduce anxiety|Simple Ways of Life|fear of failure|anxiety explained|anxiety|how to deal with anxiety|guided meditation for anxiety|stress|mental health awareness,https://youtu.be/6H5gNeeZeu0
q7YkxWkJW1w,2025-10-30T14:56:50Z,How to Never Get Angry or Bothered by Anyone,440,0,1417,0,11,0.0,0.776,how to stay calm|stop getting angry|emotional mastery|emotional control|anger management tips|stay peaceful|detachment|self mastery|inner peace|unbothered mindset|how to not let people affect your mood|protect your energy|anger management|personal development,https://youtu.be/q7YkxWkJW1w
mjqQml_Kw5c,2026-02-13T15:02:00Z,How to Slip into GOD-TIER FOCUS with INSANE NEUROSCIENCE Hacks (IT WORKS),469,0,1321,0,5,0.0,0.379,how to focus better|dopamine focus|acetylcholine focus|deep work guide|concentration training|improve focus fast|unlock your brain|focus protocol|illegal focus protocol|neuroscience productivity|how to stop distractions|tunnel focus|flow state activation|study focus techniques|productivity systems|how to activate focus|focus tips that work|focus|neurochemistry|dopamine|acetocholine|andrew huberman|focus techniques|neuroscience|brain,https://youtu.be/mjqQml_Kw5c
aUZ5UOVzNOY,2026-01-30T15:00:00Z,How to Reset Your Life in ONE DAY (Flip the Switch),298,0,1034,0,3,0.0,0.29,change entire life in 1 day|fix your life in 24 hours|24 hour life reset|reset your life|one day life reset|self discipline system|systems over goals|organize your life|regain control of life|productivity systems|daily discipline|stop procrastinating|mental clarity|overwhelmed and stuck|simplify your life|disciplined routine|life organization system|focus and clarity|habit systems|structured life|control your day|self improvement|mindset systems,https://youtu.be/aUZ5UOVzNOY
DW4wglIzWxI,2026-03-29T15:00:00Z,"Fix Your Focus, Energy & Consistency | Complete System",449,0,970,0,8,0.0,0.825,focus system|improve focus|how to stay consistent|consistency tips|productivity system|energy management|mental energy|deep work|avoid distractions|stop procrastination|discipline system|daily routine|time management|brain optimization|focus techniques|build habits|self discipline|motivation vs system|work smarter|productivity tips|focus training|no distractions|better concentration|habit building|personal growth|consistency mindset,https://youtu.be/DW4wglIzWxI
lS7dYvRk2MY,2025-09-10T13:20:31Z,Rewire Your Brain For Effortless Deep Work and Focus | Ultimate Success Hack,671,0,910,0,12,0.0,1.319,Train brain for deep work|brain rewiring|brain training|brain training techniques|cal newport|deep work|focus|how to train your brain|productivity tips|reprogram brain|reprogram your brain|rewire your brain|self improvement|study hacks|train your brain|train your brain for deep work|train your brain to focus|train your brain to make more money|train your brain to win,https://youtu.be/lS7dYvRk2MY
